ID;FROM;TO;WEEK-DAY;HOUR;PRICE;TYPE
504;Parque Presidente Vargas;Canindezinho;7;24;10.86;1
505;Parque Presidente Vargas;Genibaú;2;12;13.79;1
506;Genibaú;Siqueira;4;10;12.13;1
507;Siqueira;Parque Presidente Vargas;1;17;23.58;1
508;Genibaú;Genibaú;4;12;6.56;1
509;Parque Presidente Vargas;Siqueira;2;13;16.27;1
510;Genibaú;Genibaú;1;8;7.96;1
511;Siqueira;Siqueira;6;18;7.58;1
512;Canindezinho;Siqueira;3;21;20.4;1
513;Genibaú;Canindezinho;5;19;25.16;1
514;Canindezinho;Parque Presidente Vargas;3;17;15.2;1
515;Siqueira;Siqueira;3;9;7.22;1
516;Siqueira;Canindezinho;2;18;14.62;1
517;Genibaú;Canindezinho;2;20;5.94;1
518;Genibaú;Genibaú;6;23;4.16;1
519;Genibaú;Siqueira;3;20;19.21;1
520;Genibaú;Canindezinho;1;19;14.29;1
521;Canindezinho;Canindezinho;1;0;5.28;1
522;Siqueira;Siqueira;6;7;8.6;1
523;Canindezinho;Genibaú;6;15;18.19;1
524;Siqueira;Parque Presidente Vargas;7;11;21;1
525;Genibaú;Parque Presidente Vargas;1;10;16;1
526;Siqueira;Parque Presidente Vargas;6;20;20.26;1
527;Genibaú;Canindezinho;6;22;15.06;1
528;Canindezinho;Parque Presidente Vargas;6;20;5.89;1
529;Parque Presidente Vargas;Canindezinho;6;20;19.53;1
530;Canindezinho;Genibaú;5;12;21.49;1
531;Genibaú;Canindezinho;1;12;16.39;1
532;Canindezinho;Parque Presidente Vargas;3;14;20.77;1
533;Canindezinho;Parque Presidente Vargas;7;5;14.78;1
534;Genibaú;Parque Presidente Vargas;6;14;16.85;1
535;Parque Presidente Vargas;Parque Presidente Vargas;3;10;6.72;1
536;Siqueira;Parque Presidente Vargas;5;20;13.33;1
537;Canindezinho;Parque Presidente Vargas;3;12;18.63;1
538;Genibaú;Genibaú;5;19;7.75;1
539;Genibaú;Canindezinho;4;18;22.95;1
540;Canindezinho;Canindezinho;5;13;5.77;1
541;Genibaú;Genibaú;1;17;8.47;1
542;Canindezinho;Siqueira;6;12;11.15;1
543;Canindezinho;Genibaú;6;10;16.14;1
544;Canindezinho;Canindezinho;6;22;4.3;1
545;Genibaú;Genibaú;4;20;4.35;1
546;Siqueira;Canindezinho;6;17;12.14;1
547;Canindezinho;Genibaú;1;17;22.7;1
548;Parque Presidente Vargas;Genibaú;5;19;16.44;1
549;Parque Presidente Vargas;Siqueira;4;9;7.89;1
550;Canindezinho;Parque Presidente Vargas;5;7;19.45;1
551;Siqueira;Genibaú;6;12;21.36;1
552;Parque Presidente Vargas;Parque Presidente Vargas;7;14;5.95;1
553;Genibaú;Parque Presidente Vargas;6;20;21.43;1
554;Genibaú;Siqueira;5;21;17.95;1
555;Canindezinho;Siqueira;6;20;9.41;1
556;Canindezinho;Genibaú;1;18;18.14;1
557;Parque Presidente Vargas;Canindezinho;1;5;6.96;1
558;Parque Presidente Vargas;Siqueira;7;1;21.31;1
559;Canindezinho;Genibaú;2;4;19.64;1
560;Canindezinho;Parque Presidente Vargas;1;22;10.07;1
561;Genibaú;Parque Presidente Vargas;5;10;13.24;1
562;Canindezinho;Siqueira;3;6;11.5;1
563;Parque Presidente Vargas;Canindezinho;3;8;10.46;1
564;Genibaú;Parque Presidente Vargas;1;19;25.67;1
565;Canindezinho;Genibaú;5;17;8.44;1
566;Canindezinho;Canindezinho;1;17;7.47;1
567;Canindezinho;Genibaú;5;14;16.64;1
568;Parque Presidente Vargas;Canindezinho;2;20;7.71;1
569;Genibaú;Siqueira;3;14;17.79;1
570;Parque Presidente Vargas;Canindezinho;2;21;16.68;1
571;Siqueira;Parque Presidente Vargas;3;7;23.69;1
572;Siqueira;Genibaú;1;20;14.77;1
573;Siqueira;Siqueira;3;4;5.94;1
574;Parque Presidente Vargas;Canindezinho;3;11;16.55;1
575;Siqueira;Parque Presidente Vargas;7;12;22.78;1
576;Siqueira;Canindezinho;1;8;10.76;1
577;Parque Presidente Vargas;Genibaú;7;17;10.17;1
578;Genibaú;Canindezinho;4;0;8.32;1
579;Siqueira;Parque Presidente Vargas;5;20;20.5;1
580;Siqueira;Parque Presidente Vargas;5;12;6.92;1
581;Siqueira;Canindezinho;3;8;9;1
582;Genibaú;Parque Presidente Vargas;3;10;23.56;1
583;Genibaú;Siqueira;6;13;17.33;1
584;Canindezinho;Canindezinho;6;8;7.16;1
585;Parque Presidente Vargas;Genibaú;6;7;15.86;1
586;Siqueira;Parque Presidente Vargas;2;12;8.86;1
587;Parque Presidente Vargas;Canindezinho;3;13;23.25;1
588;Parque Presidente Vargas;Siqueira;5;7;15.18;1
589;Parque Presidente Vargas;Canindezinho;2;10;20.03;1
590;Genibaú;Parque Presidente Vargas;2;12;19.73;1
591;Parque Presidente Vargas;Parque Presidente Vargas;7;11;7.12;1
592;Canindezinho;Siqueira;6;22;10.5;1
593;Genibaú;Siqueira;4;14;23.91;1
594;Parque Presidente Vargas;Parque Presidente Vargas;1;9;8.68;1
595;Siqueira;Canindezinho;4;13;6.87;1
596;Canindezinho;Siqueira;6;9;23.64;1
597;Siqueira;Parque Presidente Vargas;4;14;10.05;1
598;Parque Presidente Vargas;Genibaú;7;12;15.72;1
599;Parque Presidente Vargas;Genibaú;1;18;8.35;1
600;Genibaú;Siqueira;2;21;16.68;1
601;Parque Presidente Vargas;Genibaú;1;23;20.67;1
602;Parque Presidente Vargas;Parque Presidente Vargas;6;10;5.9;1
603;Genibaú;Genibaú;2;5;4.75;1
604;Canindezinho;Siqueira;2;13;13.17;1
605;Genibaú;Genibaú;1;9;8.18;1
606;Canindezinho;Genibaú;5;10;14.63;1
607;Canindezinho;Genibaú;2;11;17.24;1
608;Canindezinho;Genibaú;4;13;18.16;1
609;Canindezinho;Siqueira;5;19;10.43;1
610;Parque Presidente Vargas;Siqueira;6;7;14.42;1
611;Siqueira;Canindezinho;5;16;11.54;1
612;Canindezinho;Canindezinho;3;18;7.07;1
613;Genibaú;Siqueira;7;22;5.51;1
614;Parque Presidente Vargas;Siqueira;6;7;24.44;1
615;Canindezinho;Genibaú;3;9;10.52;1
616;Genibaú;Canindezinho;7;18;24.14;1
617;Siqueira;Parque Presidente Vargas;5;23;21.47;1
618;Genibaú;Siqueira;7;2;16.48;1
619;Genibaú;Siqueira;5;18;12.25;1
620;Siqueira;Canindezinho;4;17;16.7;1
621;Genibaú;Genibaú;4;10;7.33;1
622;Canindezinho;Siqueira;6;12;8.35;1
623;Siqueira;Parque Presidente Vargas;1;20;13.83;1
624;Siqueira;Genibaú;4;0;8.32;1
625;Canindezinho;Genibaú;6;8;24.45;1
626;Siqueira;Canindezinho;1;20;22.01;1
627;Genibaú;Parque Presidente Vargas;6;10;18.7;1
628;Siqueira;Genibaú;1;4;13.91;1
629;Canindezinho;Genibaú;6;8;17.52;1
630;Siqueira;Parque Presidente Vargas;2;10;19.85;1
631;Canindezinho;Parque Presidente Vargas;1;9;16.28;1
632;Parque Presidente Vargas;Siqueira;7;1;8.93;1
633;Genibaú;Siqueira;2;17;25.69;1
634;Parque Presidente Vargas;Siqueira;1;14;15.25;1
635;Siqueira;Canindezinho;1;9;15.69;1
636;Parque Presidente Vargas;Siqueira;3;10;18.48;1
637;Parque Presidente Vargas;Genibaú;7;22;12.77;1
638;Canindezinho;Siqueira;6;23;16.13;1
639;Canindezinho;Siqueira;1;12;16.48;1
640;Parque Presidente Vargas;Genibaú;6;12;7.08;1
641;Parque Presidente Vargas;Parque Presidente Vargas;6;9;7.74;1
642;Genibaú;Parque Presidente Vargas;5;20;8.3;1
643;Genibaú;Genibaú;6;20;4.03;1
644;Canindezinho;Canindezinho;5;7;7.28;1
645;Parque Presidente Vargas;Genibaú;4;19;21.87;1
646;Siqueira;Parque Presidente Vargas;2;12;21.8;1
647;Parque Presidente Vargas;Parque Presidente Vargas;2;10;6.04;1
648;Canindezinho;Canindezinho;5;24;5.55;1
649;Siqueira;Genibaú;7;21;18.12;1
650;Parque Presidente Vargas;Siqueira;6;14;17.28;1
651;Canindezinho;Genibaú;4;13;22.19;1
652;Siqueira;Genibaú;7;24;10.39;1
653;Siqueira;Siqueira;7;4;5.64;1
654;Parque Presidente Vargas;Siqueira;6;10;17.85;1
655;Genibaú;Genibaú;7;11;6.7;1
656;Parque Presidente Vargas;Siqueira;2;22;18.02;1
657;Parque Presidente Vargas;Canindezinho;3;17;25.4;1
658;Parque Presidente Vargas;Parque Presidente Vargas;6;21;5.06;1
659;Genibaú;Canindezinho;4;24;16.85;1
660;Canindezinho;Genibaú;5;21;14.22;1
661;Canindezinho;Canindezinho;3;19;8.42;1
662;Siqueira;Parque Presidente Vargas;6;12;13.96;1
663;Siqueira;Canindezinho;4;12;19.74;1
664;Siqueira;Siqueira;3;13;5.88;1
665;Parque Presidente Vargas;Siqueira;4;17;22.16;1
666;Canindezinho;Parque Presidente Vargas;3;12;22.59;1
667;Parque Presidente Vargas;Genibaú;2;24;15.18;1
668;Parque Presidente Vargas;Canindezinho;7;17;22.72;1
669;Canindezinho;Canindezinho;2;22;5.63;1
670;Siqueira;Genibaú;4;13;18.97;1
671;Canindezinho;Siqueira;5;17;24.48;1
672;Canindezinho;Siqueira;7;17;24.57;1
673;Siqueira;Parque Presidente Vargas;5;20;6.44;1
674;Canindezinho;Parque Presidente Vargas;1;3;13.2;1
675;Parque Presidente Vargas;Parque Presidente Vargas;6;18;8.09;1
676;Parque Presidente Vargas;Siqueira;1;22;18.06;1
677;Canindezinho;Parque Presidente Vargas;2;4;14.64;1
678;Canindezinho;Genibaú;7;20;9.87;1
679;Genibaú;Siqueira;7;20;17.8;1
680;Canindezinho;Siqueira;7;10;12.52;1
681;Siqueira;Parque Presidente Vargas;2;12;12.73;1
682;Canindezinho;Canindezinho;1;4;5.69;1
683;Parque Presidente Vargas;Canindezinho;3;10;10.5;1
684;Parque Presidente Vargas;Canindezinho;2;19;8.79;1
685;Parque Presidente Vargas;Genibaú;4;21;7.14;1
686;Canindezinho;Canindezinho;6;10;6.12;1
687;Genibaú;Canindezinho;5;18;21.94;1
688;Canindezinho;Siqueira;6;12;10.34;1
689;Genibaú;Genibaú;7;10;7.03;1
690;Genibaú;Siqueira;1;15;15.36;1
691;Genibaú;Genibaú;5;12;7.35;1
692;Siqueira;Siqueira;4;6;4.03;1
693;Siqueira;Siqueira;6;17;7.17;1
694;Canindezinho;Canindezinho;1;23;5.05;1
695;Parque Presidente Vargas;Canindezinho;6;18;21.7;1
696;Genibaú;Genibaú;7;3;4.24;1
697;Canindezinho;Canindezinho;3;12;6.82;1
698;Parque Presidente Vargas;Siqueira;7;9;23.13;1
699;Siqueira;Genibaú;7;8;15.36;1
700;Canindezinho;Parque Presidente Vargas;1;3;21.98;1
701;Genibaú;Siqueira;1;10;18.34;1
702;Canindezinho;Siqueira;2;21;6.48;1
703;Genibaú;Siqueira;2;17;21.81;1
704;Siqueira;Canindezinho;2;5;5.95;1
705;Siqueira;Siqueira;7;24;5.5;1
706;Siqueira;Siqueira;6;9;6.98;1
707;Canindezinho;Parque Presidente Vargas;6;24;8.35;1
708;Parque Presidente Vargas;Genibaú;5;14;9.17;1
709;Canindezinho;Parque Presidente Vargas;1;19;26.04;1
710;Genibaú;Parque Presidente Vargas;7;10;14.82;1
711;Canindezinho;Canindezinho;2;7;8.59;1
712;Parque Presidente Vargas;Parque Presidente Vargas;2;12;7.16;1
713;Parque Presidente Vargas;Canindezinho;7;11;20.9;1
714;Siqueira;Siqueira;4;9;7.89;1
715;Canindezinho;Siqueira;2;20;17.19;1
716;Genibaú;Genibaú;3;24;5.81;1
717;Parque Presidente Vargas;Canindezinho;5;20;20.75;1
718;Parque Presidente Vargas;Parque Presidente Vargas;1;5;6.23;1
719;Genibaú;Canindezinho;2;19;15.8;1
720;Canindezinho;Canindezinho;3;13;6.75;1
721;Canindezinho;Genibaú;6;10;16.13;1
722;Canindezinho;Canindezinho;7;10;6.17;1
723;Parque Presidente Vargas;Siqueira;5;23;16.93;1
724;Parque Presidente Vargas;Parque Presidente Vargas;7;1;5.46;1
725;Genibaú;Siqueira;7;9;11.6;1
726;Parque Presidente Vargas;Parque Presidente Vargas;2;10;6.67;1
727;Canindezinho;Parque Presidente Vargas;1;10;17.93;1
728;Canindezinho;Genibaú;3;14;23.41;1
729;Parque Presidente Vargas;Canindezinho;1;7;23.24;1
730;Genibaú;Parque Presidente Vargas;3;17;22.07;1
731;Siqueira;Siqueira;1;21;4.82;1
732;Genibaú;Genibaú;5;8;9;1
733;Canindezinho;Genibaú;2;14;7.49;1
734;Siqueira;Genibaú;7;17;23.53;1
735;Siqueira;Genibaú;7;18;14.73;1
736;Parque Presidente Vargas;Canindezinho;1;17;11.11;1
737;Canindezinho;Genibaú;3;14;23.36;1
738;Siqueira;Siqueira;2;18;8.58;1
739;Canindezinho;Genibaú;1;10;24.11;1
740;Genibaú;Parque Presidente Vargas;5;10;19.08;1
741;Siqueira;Parque Presidente Vargas;4;13;11.27;1
742;Siqueira;Genibaú;2;9;22.2;1
743;Genibaú;Siqueira;2;8;15.65;1
744;Genibaú;Parque Presidente Vargas;6;13;21.53;1
745;Canindezinho;Canindezinho;4;21;4.53;1
746;Canindezinho;Canindezinho;5;9;8.47;1
747;Siqueira;Canindezinho;6;7;18.92;1
748;Canindezinho;Parque Presidente Vargas;1;22;9.14;1
749;Genibaú;Canindezinho;2;23;6.81;1
750;Siqueira;Genibaú;5;9;9.53;1
751;Genibaú;Genibaú;6;10;6.13;1
752;Canindezinho;Canindezinho;6;14;7.16;1
753;Canindezinho;Siqueira;1;6;22.36;1
754;Siqueira;Parque Presidente Vargas;1;21;9.57;1
755;Genibaú;Genibaú;6;14;7.21;1
756;Parque Presidente Vargas;Genibaú;7;17;15.38;1
757;Siqueira;Genibaú;6;13;16.75;1
758;Parque Presidente Vargas;Canindezinho;1;10;14.84;1
759;Siqueira;Genibaú;1;22;5.72;1
760;Canindezinho;Siqueira;1;17;16.72;1
761;Genibaú;Genibaú;1;22;5.02;1
762;Parque Presidente Vargas;Parque Presidente Vargas;6;16;6.99;1
763;Parque Presidente Vargas;Genibaú;7;21;15.47;1
764;Genibaú;Canindezinho;6;22;9.3;1
765;Parque Presidente Vargas;Siqueira;6;22;12.62;1
766;Genibaú;Siqueira;2;13;22.86;1
767;Canindezinho;Genibaú;5;13;17.82;1
768;Canindezinho;Siqueira;3;10;13.49;1
769;Siqueira;Parque Presidente Vargas;6;24;10.77;1
770;Siqueira;Canindezinho;6;13;20.4;1
771;Siqueira;Genibaú;3;7;19.92;1
772;Siqueira;Parque Presidente Vargas;3;14;14.51;1
773;Canindezinho;Siqueira;6;11;13.11;1
774;Siqueira;Parque Presidente Vargas;5;7;17.64;1
775;Siqueira;Parque Presidente Vargas;7;15;14.3;1
776;Canindezinho;Parque Presidente Vargas;2;9;8.28;1
777;Siqueira;Canindezinho;1;6;10.81;1
778;Siqueira;Siqueira;1;5;5.73;1
779;Parque Presidente Vargas;Siqueira;1;9;24.97;1
780;Genibaú;Canindezinho;4;24;20.28;1
781;Parque Presidente Vargas;Parque Presidente Vargas;5;12;5.88;1
782;Siqueira;Genibaú;7;10;14.47;1
783;Parque Presidente Vargas;Canindezinho;6;9;9.1;1
784;Canindezinho;Parque Presidente Vargas;6;23;7.36;1
785;Parque Presidente Vargas;Canindezinho;1;6;21.56;1
786;Genibaú;Parque Presidente Vargas;2;13;13.56;1
787;Canindezinho;Canindezinho;1;7;7.5;1
788;Canindezinho;Canindezinho;2;23;5.28;1
789;Genibaú;Parque Presidente Vargas;1;19;14.36;1
790;Genibaú;Parque Presidente Vargas;2;9;24.63;1
791;Canindezinho;Siqueira;3;19;24.35;1
792;Parque Presidente Vargas;Genibaú;2;7;26.47;1
793;Parque Presidente Vargas;Genibaú;2;2;13.53;1
794;Genibaú;Parque Presidente Vargas;3;19;8.7;1
795;Genibaú;Genibaú;7;23;5.78;1
796;Canindezinho;Parque Presidente Vargas;4;14;20;1
797;Canindezinho;Siqueira;6;12;20.13;1
798;Genibaú;Genibaú;2;24;7.4;1
799;Siqueira;Siqueira;7;17;7.48;1
800;Parque Presidente Vargas;Genibaú;6;14;23.89;1
801;Canindezinho;Parque Presidente Vargas;3;11;9.54;1
802;Siqueira;Canindezinho;5;22;16.03;1
803;Genibaú;Siqueira;4;24;14.08;1
804;Parque Presidente Vargas;Genibaú;6;14;15.69;1
805;Genibaú;Canindezinho;6;18;19.99;1
806;Parque Presidente Vargas;Canindezinho;4;9;24.22;1
807;Parque Presidente Vargas;Siqueira;6;12;10.69;1
808;Siqueira;Parque Presidente Vargas;4;10;24.02;1
809;Genibaú;Siqueira;4;18;14.91;1
810;Canindezinho;Canindezinho;5;22;5.5;1
811;Genibaú;Parque Presidente Vargas;3;11;10.11;1
812;Genibaú;Siqueira;6;20;10.18;1
813;Genibaú;Parque Presidente Vargas;7;10;21.58;1
814;Siqueira;Canindezinho;4;10;18.52;1
815;Parque Presidente Vargas;Canindezinho;2;4;4.91;1
816;Genibaú;Parque Presidente Vargas;4;19;22.25;1
817;Parque Presidente Vargas;Siqueira;1;10;19.09;1
818;Canindezinho;Genibaú;1;22;14.9;1
819;Siqueira;Canindezinho;2;18;13.98;1
820;Parque Presidente Vargas;Genibaú;2;17;25.15;1
821;Parque Presidente Vargas;Siqueira;1;22;11.27;1
822;Siqueira;Genibaú;2;14;17.48;1
823;Siqueira;Siqueira;2;21;3.79;1
824;Genibaú;Siqueira;1;20;9.25;1
825;Genibaú;Parque Presidente Vargas;3;18;12.25;1
826;Siqueira;Genibaú;6;14;10.32;1
827;Siqueira;Genibaú;7;13;13.85;1
828;Genibaú;Genibaú;3;13;7.17;1
829;Parque Presidente Vargas;Canindezinho;5;14;14.97;1
830;Genibaú;Canindezinho;1;3;12.72;1
831;Parque Presidente Vargas;Canindezinho;3;10;18.42;1
832;Genibaú;Genibaú;4;12;5.83;1
833;Canindezinho;Siqueira;2;6;7.92;1
834;Canindezinho;Genibaú;6;1;17.25;1
835;Genibaú;Genibaú;1;24;7.28;1
836;Canindezinho;Parque Presidente Vargas;6;17;11.13;1
837;Siqueira;Canindezinho;1;20;13.68;1
838;Siqueira;Genibaú;1;0;23.34;1
839;Parque Presidente Vargas;Parque Presidente Vargas;7;9;7.33;1
840;Canindezinho;Genibaú;6;13;8.58;1
841;Parque Presidente Vargas;Siqueira;1;4;22.27;1
842;Canindezinho;Siqueira;7;1;14.87;1
843;Genibaú;Canindezinho;7;24;13.61;1
844;Genibaú;Canindezinho;1;19;17.66;1
845;Canindezinho;Siqueira;5;8;23.03;1
846;Genibaú;Canindezinho;1;1;8.61;1
847;Genibaú;Genibaú;6;13;6.8;1
848;Canindezinho;Canindezinho;1;4;5.55;1
849;Canindezinho;Siqueira;1;0;16.37;1
850;Canindezinho;Parque Presidente Vargas;5;22;11.89;1
851;Canindezinho;Parque Presidente Vargas;5;12;19.39;1
852;Siqueira;Parque Presidente Vargas;3;7;19.6;1
853;Siqueira;Siqueira;7;17;8.66;1
854;Siqueira;Canindezinho;7;1;7.31;1
855;Siqueira;Siqueira;4;9;6.8;1
856;Genibaú;Parque Presidente Vargas;6;12;17.55;1
857;Parque Presidente Vargas;Parque Presidente Vargas;2;13;7.05;1
858;Parque Presidente Vargas;Genibaú;1;23;15.85;1
859;Parque Presidente Vargas;Siqueira;3;19;13.8;1
860;Canindezinho;Canindezinho;5;12;5.59;1
861;Genibaú;Genibaú;5;13;7.36;1
862;Parque Presidente Vargas;Parque Presidente Vargas;2;12;5.7;1
863;Canindezinho;Parque Presidente Vargas;4;18;16.29;1
864;Genibaú;Siqueira;2;9;25.17;1
865;Siqueira;Genibaú;4;10;19.31;1
866;Parque Presidente Vargas;Genibaú;1;2;20.41;1
867;Parque Presidente Vargas;Siqueira;2;19;20.48;1
868;Siqueira;Parque Presidente Vargas;3;0;13.07;1
869;Siqueira;Genibaú;6;15;8.18;1
870;Canindezinho;Siqueira;1;6;5.42;1
871;Parque Presidente Vargas;Canindezinho;1;7;19.17;1
872;Siqueira;Canindezinho;3;19;24.54;1
873;Canindezinho;Genibaú;4;12;18.34;1
874;Genibaú;Genibaú;6;14;5.75;1
875;Canindezinho;Canindezinho;7;10;6.52;1
876;Canindezinho;Siqueira;2;7;20.36;1
877;Genibaú;Genibaú;1;11;7.18;1
878;Canindezinho;Canindezinho;3;24;5.58;1
879;Canindezinho;Siqueira;3;18;13.73;1
880;Parque Presidente Vargas;Genibaú;6;9;17.95;1
881;Genibaú;Genibaú;5;11;6.82;1
882;Genibaú;Parque Presidente Vargas;7;3;15.92;1
883;Canindezinho;Canindezinho;6;22;4.02;1
884;Parque Presidente Vargas;Canindezinho;3;20;13.25;1
885;Canindezinho;Canindezinho;1;6;5.38;1
886;Siqueira;Siqueira;7;22;4.07;1
887;Genibaú;Siqueira;1;5;20.86;1
888;Genibaú;Siqueira;4;12;22.02;1
889;Parque Presidente Vargas;Siqueira;1;20;9.59;1
890;Canindezinho;Siqueira;7;2;5.47;1
891;Canindezinho;Siqueira;3;18;16.63;1
892;Parque Presidente Vargas;Siqueira;2;10;11.81;1
893;Siqueira;Siqueira;6;13;5.67;1
894;Siqueira;Parque Presidente Vargas;7;10;17.12;1
895;Siqueira;Parque Presidente Vargas;5;21;12.11;1
896;Canindezinho;Siqueira;4;21;8.16;1
897;Siqueira;Canindezinho;6;10;8.34;1
898;Genibaú;Genibaú;5;4;5.03;1
899;Canindezinho;Parque Presidente Vargas;1;1;21.15;1
900;Canindezinho;Parque Presidente Vargas;4;20;19.64;1
901;Canindezinho;Parque Presidente Vargas;7;7;24.98;1
902;Parque Presidente Vargas;Parque Presidente Vargas;1;14;5.9;1
903;Parque Presidente Vargas;Siqueira;3;24;7.14;1
904;Genibaú;Parque Presidente Vargas;7;20;21.15;1
905;Canindezinho;Canindezinho;4;9;8.08;1
906;Siqueira;Genibaú;5;18;24.27;1
907;Canindezinho;Parque Presidente Vargas;6;19;16.69;1
908;Canindezinho;Parque Presidente Vargas;4;13;8.66;1
909;Parque Presidente Vargas;Canindezinho;2;14;15.67;1
910;Genibaú;Siqueira;7;10;16.6;1
911;Siqueira;Siqueira;4;10;6.61;1
912;Parque Presidente Vargas;Siqueira;4;14;14.71;1
913;Parque Presidente Vargas;Genibaú;2;17;19.43;1
914;Siqueira;Genibaú;1;5;11.84;1
915;Canindezinho;Parque Presidente Vargas;2;9;21.02;1
916;Canindezinho;Canindezinho;5;20;4.96;1
917;Genibaú;Siqueira;3;19;24.49;1
918;Genibaú;Canindezinho;7;6;15.31;1
919;Genibaú;Siqueira;1;13;7.38;1
920;Genibaú;Siqueira;6;12;12.64;1
921;Canindezinho;Parque Presidente Vargas;5;24;11.16;1
922;Canindezinho;Parque Presidente Vargas;6;24;16.88;1
923;Siqueira;Parque Presidente Vargas;2;3;10.97;1
924;Siqueira;Siqueira;6;11;7.4;1
925;Genibaú;Siqueira;6;12;11.16;1
926;Genibaú;Genibaú;7;20;4.14;1
927;Genibaú;Siqueira;1;10;20.93;1
928;Canindezinho;Parque Presidente Vargas;6;17;16.5;1
929;Genibaú;Parque Presidente Vargas;7;15;7.93;1
930;Parque Presidente Vargas;Parque Presidente Vargas;7;2;5.68;1
931;Parque Presidente Vargas;Parque Presidente Vargas;7;21;4.26;1
932;Canindezinho;Genibaú;6;7;17.89;1
933;Canindezinho;Parque Presidente Vargas;5;20;23;1
934;Parque Presidente Vargas;Canindezinho;1;20;15.79;1
935;Genibaú;Parque Presidente Vargas;1;21;7.42;1
936;Parque Presidente Vargas;Siqueira;6;6;7.28;1
937;Canindezinho;Siqueira;3;20;22.21;1
938;Genibaú;Genibaú;3;12;6.16;1
939;Canindezinho;Parque Presidente Vargas;7;1;15.89;1
940;Parque Presidente Vargas;Canindezinho;5;10;18.56;1
941;Genibaú;Parque Presidente Vargas;1;2;7.06;1
942;Canindezinho;Siqueira;3;19;11.58;1
943;Parque Presidente Vargas;Siqueira;3;14;7.87;1
944;Siqueira;Parque Presidente Vargas;4;12;6.58;1
945;Siqueira;Parque Presidente Vargas;1;16;14.85;1
946;Parque Presidente Vargas;Parque Presidente Vargas;4;2;3.88;1
947;Parque Presidente Vargas;Parque Presidente Vargas;2;13;6.98;1
948;Parque Presidente Vargas;Parque Presidente Vargas;2;22;3.54;1
949;Genibaú;Parque Presidente Vargas;4;11;21.79;1
950;Canindezinho;Canindezinho;7;24;6.94;1
951;Parque Presidente Vargas;Parque Presidente Vargas;1;23;5.02;1
952;Canindezinho;Canindezinho;3;10;5.63;1
953;Genibaú;Genibaú;7;17;8.5;1
954;Parque Presidente Vargas;Canindezinho;2;20;14.46;1
955;Genibaú;Parque Presidente Vargas;6;15;8.07;1
956;Siqueira;Genibaú;3;12;9.34;1
957;Canindezinho;Siqueira;7;24;16.25;1
958;Siqueira;Canindezinho;1;3;10.51;1
959;Siqueira;Parque Presidente Vargas;7;21;11.61;1
960;Canindezinho;Siqueira;4;12;17.26;1
961;Genibaú;Parque Presidente Vargas;6;12;12.61;1
962;Siqueira;Parque Presidente Vargas;5;12;12.4;1
963;Canindezinho;Siqueira;7;23;15.32;1
964;Genibaú;Genibaú;4;20;5.55;1
965;Canindezinho;Canindezinho;7;8;7.52;1
966;Genibaú;Genibaú;2;18;7.56;1
967;Genibaú;Genibaú;4;17;8.28;1
968;Genibaú;Canindezinho;7;13;7.27;1
969;Parque Presidente Vargas;Parque Presidente Vargas;5;10;6.06;1
970;Siqueira;Genibaú;6;13;8.06;1
971;Canindezinho;Genibaú;7;14;10.55;1
972;Parque Presidente Vargas;Canindezinho;6;14;20.63;1
973;Genibaú;Canindezinho;2;21;21.21;1
974;Parque Presidente Vargas;Canindezinho;3;6;14.68;1
975;Genibaú;Parque Presidente Vargas;1;23;13.7;1
976;Genibaú;Siqueira;6;17;22.42;1
977;Genibaú;Genibaú;7;1;5.83;1
978;Genibaú;Canindezinho;4;12;19.85;1
979;Parque Presidente Vargas;Siqueira;5;19;9.73;1
980;Parque Presidente Vargas;Siqueira;7;3;9.32;1
981;Parque Presidente Vargas;Canindezinho;4;19;15.81;1
982;Genibaú;Siqueira;6;10;18.08;1
983;Siqueira;Parque Presidente Vargas;6;17;22.49;1
984;Parque Presidente Vargas;Siqueira;6;10;10.84;1
985;Canindezinho;Genibaú;2;9;25.98;1
986;Parque Presidente Vargas;Siqueira;6;8;14.76;1
987;Canindezinho;Parque Presidente Vargas;1;3;13.22;1
988;Parque Presidente Vargas;Siqueira;7;3;19.51;1
989;Canindezinho;Siqueira;6;14;14.29;1
990;Siqueira;Genibaú;2;10;11.7;1
991;Siqueira;Parque Presidente Vargas;5;20;22.91;1
992;Canindezinho;Genibaú;6;7;15.86;1
993;Genibaú;Siqueira;6;14;17.96;1
994;Siqueira;Siqueira;2;7;7.91;1
995;Canindezinho;Parque Presidente Vargas;7;22;7.78;1
996;Siqueira;Siqueira;5;23;5.54;1
997;Siqueira;Genibaú;1;24;20.14;1
998;Canindezinho;Siqueira;3;13;15.22;1
999;Siqueira;Canindezinho;3;14;18.4;1
1000;Canindezinho;Parque Presidente Vargas;7;11;15.8;1
1001;Genibaú;Parque Dois Irmaos;1;17;16.03;2
1002;Siqueira;Parque Dois Irmaos;6;13;16.57;2
1003;Canindezinho;Cajazeiras;5;22;13.86;2
1004;Parque Presidente Vargas;Messejana;6;18;16.97;2
1005;Parque Presidente Vargas;Cajazeiras;7;13;14.44;2
1006;Siqueira;Dende;1;21;15.63;2
1007;Parque Presidente Vargas;Autran Nunes;7;16;17.2;2
1008;Parque Presidente Vargas;Cajazeiras;6;6;12.74;2
1009;Siqueira;Messejana;6;9;17.92;2
1010;Canindezinho;Parque Dois Irmaos;7;22;15.64;2
